,ndays,justvalue,累计买入金额,累计卖出金额,股票剩余资产,开始日期,结束日期,IRR
275,970,0.1,101300.0,110637.6,43643.84,20150710,20191101,0.5489874129384953
276,970,0.09000000000000001,113200.0,104072.93,72783.99,20150710,20191101,0.5321064442503909
277,970,0.08000000000000002,125400.0,97652.57,102285.16,20150710,20191101,0.5214113278555255
278,970,0.07000000000000002,137700.0,91491.71,131605.81,20150710,20191101,0.5138877303936251
279,970,0.06000000000000002,150000.0,85405.25,160745.96,20150710,20191101,0.5076033604007657
280,970,0.05000000000000002,162900.0,79592.21,190393.35,20150710,20191101,0.502248572245434
281,970,0.040000000000000015,175900.0,72800.0,221510.29,20150710,20191101,0.49362842050921785
282,970,0.030000000000000013,189800.0,66500.0,253109.18,20150710,20191101,0.48478491717478533
283,970,0.02000000000000001,205000.0,61000.0,285570.65,20150710,20191101,0.4775548509216021
284,970,0.01000000000000001,220400.0,55900.0,317674.14,20150710,20191101,0.4714889764166674
285,970,1.0408340855860843e-17,236500.0,51500.0,349777.62,20150710,20191101,0.4663997235668793
286,960,0.1,101400.0,112130.37,41999.13,20150710,20191101,0.5446450734115427
287,960,0.09000000000000001,113300.0,105563.88,71139.27,20150710,20191101,0.5285913975342726
288,960,0.08000000000000002,125400.0,99129.74,100459.93,20150710,20191101,0.5180434851300486
289,960,0.07000000000000002,137800.0,92971.29,129961.1,20150710,20191101,0.5112585858489949
290,960,0.06000000000000002,150100.0,86886.95,159101.24,20150710,20191101,0.5053267932938477
291,960,0.05000000000000002,162900.0,81072.46,188568.12,20150710,20191101,0.5000480402807872
292,960,0.040000000000000015,176000.0,74400.0,219703.15,20150710,20191101,0.4922736297188868
293,960,0.030000000000000013,189800.0,68000.0,251302.03,20150710,20191101,0.4835757930083284
294,960,0.02000000000000001,204500.0,62100.0,283582.99,20150710,20191101,0.4763237227717543
295,960,0.01000000000000001,220000.0,57000.0,315866.99,20150710,20191101,0.4704980221638122
296,960,1.0408340855860843e-17,235900.0,52400.0,347970.48,20150710,20191101,0.4654904565955631
297,950,0.1,102000.0,113630.36,41315.91,20150710,20191101,0.5400420715163001
298,950,0.09000000000000001,113900.0,107060.59,70456.05,20150710,20191101,0.5249539625543642
299,950,0.08000000000000002,126000.0,100613.4,99776.71,20150710,20191101,0.5149079282962932
